Processing molecule: formaldehyde
Running with beta = 8
Running with l = 60
read ../formaldehyde/gamma_VASP_RNDbasis1.dat
Davidson
Iter 1: V_size = 32, Converged = 0, ‖r‖ (largest λ) = 44.648751310431436
Iter 462: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07983544192318268
Iter 463: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07971614635066662
Iter 464: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07969030584026181
Iter 465: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0796458633457535
Iter 466: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07961386374549756
Iter 467: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07962607247876495
Iter 468: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07961244368892519
Iter 469: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07958348918138461
Iter 470: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0794501267222368
Iter 471: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07940114328572385
Iter 472: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07939242114385286
Iter 473: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07940008266267462
Iter 474: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07934880299546486
Iter 475: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07940152992546
Iter 476: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07917443269351268
Iter 477: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07915302892196081
Iter 478: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07920136908408143
Iter 479: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07903589770857833
Iter 480: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0790580727287251
Iter 481: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07896101614901051
Iter 482: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07892054257238752
Iter 483: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07892574795725267
Iter 484: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07889504794224325
Iter 485: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07887935079706619
Iter 486: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07878242653788496
Iter 487: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07878981224310104
Iter 488: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07876961715221217
Iter 489: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07872507728363344
Iter 490: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07871555880933066
Iter 491: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07873698817354212
Iter 492: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07869583307373453
Iter 493: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0787182405797323
Iter 494: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07871173996036132
Iter 495: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07868871188106422
Iter 496: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07867222127208397
Iter 497: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07866391535478466
Iter 498: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07863710279199805
Iter 499: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07863790222401584
Iter 500: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07865499109478068
Max iterations (500) reached without convergence. Skipping this case.
16084.248360 seconds (432.42 M allocations: 29.130 TiB, 0.66% gc time)
Total estimated FLOPs: 365360038772985

Reading exact Eigenvalues...
Reading eigenvalues from ../Eigenvalues_folder/eigenres_formaldehyde_RNDbasis1.jld2

Relative deviation between Davidson and exact eigenvalues:
